10.290000,8.230000,39.360000,18.600000,2.910000,2.650000
10.100000,7.910000,37.000000,19.030000,3.300000,2.520000
9.210000,7.060000,31.680000,16.200000,3.480000,2.220000
10.120000,8.080000,51.110000,25.370000,2.180000,0.000000
9.260000,7.180000,36.650000,17.990000,3.750000,2.290000
10.010000,7.860000,37.380000,18.450000,2.990000,2.630000
10.110000,7.810000,38.300000,19.280000,2.680000,2.420000
9.460000,7.340000,36.360000,18.050000,3.690000,2.350000
9.960000,7.780000,38.660000,18.570000,2.670000,2.320000
9.160000,7.100000,36.530000,17.810000,3.460000,2.230000
9.210000,7.340000,32.290000,16.880000,2.970000,2.370000
10.040000,7.820000,39.420000,19.220000,3.340000,2.690000
9.440000,7.540000,35.480000,17.190000,3.040000,2.640000
9.270000,7.090000,33.660000,16.850000,3.540000,2.250000
9.330000,7.300000,32.440000,16.850000,2.860000,2.350000
9.370000,7.160000,32.400000,16.710000,3.540000,2.230000
9.960000,8.040000,40.680000,19.290000,2.910000,2.670000
10.070000,7.870000,37.300000,18.460000,3.350000,2.600000
9.150000,7.320000,32.370000,16.700000,3.070000,2.300000
9.140000,7.050000,33.800000,16.890000,3.500000,2.230000
9.180000,7.220000,31.600000,16.290000,2.660000,2.300000
9.900000,7.630000,37.680000,17.800000,2.890000,2.550000
9.270000,7.430000,31.960000,16.810000,3.010000,2.340000
10.110000,7.930000,37.370000,19.540000,3.550000,2.480000
10.480000,8.260000,39.310000,19.000000,2.900000,2.730000
9.950000,7.830000,36.960000,18.410000,3.390000,2.610000
9.980000,7.860000,35.850000,18.960000,3.500000,2.450000
10.140000,8.090000,51.560000,25.620000,2.190000,0.000000
9.120000,7.280000,31.590000,16.700000,2.810000,2.340000
10.170000,8.090000,52.880000,26.200000,2.090000,0.000000
10.250000,8.160000,52.920000,24.000000,2.130000,0.000000
9.730000,7.630000,34.610000,18.000000,3.180000,2.430000
9.240000,7.160000,36.630000,17.890000,3.350000,2.230000
10.190000,7.940000,36.930000,18.750000,3.300000,2.490000
9.910000,7.980000,46.020000,22.790000,2.270000,0.000000
10.420000,8.270000,38.050000,18.370000,2.910000,2.700000
9.220000,7.070000,32.010000,16.520000,3.560000,2.210000
9.900000,7.810000,36.000000,19.080000,3.560000,2.460000
10.040000,8.040000,45.150000,21.400000,2.710000,2.680000
9.200000,7.220000,31.440000,16.210000,2.710000,2.280000
9.970000,7.840000,36.640000,18.330000,3.360000,2.610000
10.740000,8.300000,56.700000,24.870000,2.160000,0.000000
10.330000,8.190000,51.010000,26.340000,2.180000,0.000000
10.740000,8.270000,63.190000,27.360000,2.140000,0.000000
10.100000,8.130000,52.700000,23.420000,2.130000,0.000000
10.180000,8.170000,52.010000,23.630000,2.140000,0.000000
9.360000,7.140000,32.530000,16.480000,3.180000,2.130000
9.640000,7.530000,34.380000,17.540000,3.090000,2.430000
9.360000,7.230000,32.410000,16.810000,2.820000,2.210000
9.970000,8.030000,45.650000,22.580000,2.310000,0.000000
10.340000,7.980000,37.530000,19.050000,2.670000,2.400000
9.770000,7.620000,37.850000,17.840000,2.830000,2.600000
10.510000,8.270000,55.300000,25.390000,2.170000,0.000000
10.180000,8.120000,50.520000,25.000000,2.160000,0.000000
9.100000,7.160000,30.900000,16.450000,2.700000,2.250000
9.700000,7.660000,34.870000,18.480000,3.160000,2.400000
10.040000,7.830000,37.000000,18.370000,2.650000,2.380000
9.190000,7.100000,34.200000,17.000000,3.480000,2.250000
10.310000,7.940000,34.070000,17.050000,3.140000,2.470000
9.120000,7.270000,31.900000,16.660000,2.870000,2.340000
9.350000,7.440000,32.280000,17.100000,3.040000,2.350000
10.180000,8.140000,45.600000,21.770000,2.700000,2.720000
10.140000,7.940000,38.080000,19.590000,3.410000,2.490000
9.950000,8.050000,40.500000,19.200000,2.900000,2.670000
